timestamp,event,details
03:59:26,baselineboard.node.edit,"{'nodeId': 'instance-82dd586c-2a64-41c3-8e7b-16194d816fb0', 'newLabel': 'A man holding a box of water bottles with his left hand. He is married with an woman next to him. He is holding his right hand with his wife and holding brown basket with that hand. He is wearing a brown shorts and black sandals. He is Hispanic with', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
03:59:50,baselineboard.node.edit,"{'nodeId': 'instance-82dd586c-2a64-41c3-8e7b-16194d816fb0', 'newLabel': 'A man holding a box of water bottles with his left hand. He is married with an woman next to him. He is holding his right hand with his wife and holding brown basket with that hand. He is wearing a brown shorts and black sandals. He is Hispanic with curly hair', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
03:59:52,baselineboard.imagegen.extracted,"{'sentences': ['man wearing a black hat, staring at woman and man on his right. His body is looking front, only head is staring at man and woman', 'woman wearing a flower pattern dress. She is married with a man next to her. She is holding her left hand with a man next to her. She is half Asian and American', 'A girl with pink shirt and white skirt. She is holding a yellow ballon with her left hand and brown teddy bear on right hand', 'A man holding a box of water bottles with his left hand. He is married with an woman next to him. He is holding his right hand with his wife and holding brown basket with that hand. He is wearing a brown shorts and black sandals. He is Hispanic with curly hair'], 'boxes': [[-0.013671875, 0.52734375, 0.173828125, 0.947265625], [0.29296875, 0.45703125, 0.515625, 0.935546875], [0.775390625, 0.619140625, 0.943359375, 0.943359375], [0.521484375, 0.392578125, 0.69140625, 0.943359375]], 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:00:21,prompt_saved,{'path': 'output/P3/2025-08-14_04-00-21/prompt.json'}
04:00:22,object_detection_integrated,{'objects_count': 5}
04:00:23,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a man wearing a black hat, staring at a woman and a man on his right, with his body looking front while only his head is staring at the man and woman, a woman wearing a flower pattern dress, married to a man next to her, holding her left hand with a man next to her, and she is half Asian and American, a girl in a pink shirt and white skirt, holding a yellow balloon with her left hand and a brown teddy bear in her right hand, and a man holding a box of water bottles with his left hand, married to a woman next to him, holding his right hand with his wife and a brown basket with that hand, wearing brown shorts and black sandals, and he is Hispanic with curly hair.', 'region_count': 4, 'has_image': True, 'detected_objects_count': 5, 'image_path': 'output/P3/2025-08-14_04-00-21/image.png', 'image_with_layout_path': 'output/P3/2025-08-14_04-00-21/image_with_layout.png', 'timestamp_dir': 'output/P3/2025-08-14_04-00-21', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:00:23,baselineboard.imagegen.succeeded,"{'durationMs': 30731, 'image_size': 567994, 'global_caption': 'a scene featuring a man wearing a black hat, staring at a woman and a man on his right, with his body looking front while only his head is staring at the man and woman, a woman wearing a flower pattern dress, married to a man next to her, holding her left hand with a man next to her, and she is half Asian and American, a girl in a pink shirt and white skirt, holding a yellow balloon with her left hand and a brown teddy bear in her right hand, and a man holding a box of water bottles with his left hand, married to a woman next to him, holding his right hand with his wife and a brown basket with that hand, wearing brown shorts and black sandals, and he is Hispanic with curly hair.', 'refined_caption': ['a man wearing a black hat, staring at a woman and a man on his right, with his body looking front while only his head is staring at the man and woman', 'a woman wearing a flower pattern dress, married to a man next to her, holding her left hand with a man next to her, and she is half Asian and American', 'a girl in a pink shirt and white skirt, holding a yellow balloon with her left hand and a brown teddy bear in her right hand', 'a man holding a box of water bottles with his left hand, married to a woman next to him, holding his right hand with his wife and a brown basket with that hand, wearing brown shorts and black sandals, and he is Hispanic with curly hair'], 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:01:42,baselineboard.node.edit,"{'nodeId': 'instance-be63ab76-18b4-4b7e-ade4-9ffdd3a544a1', 'newLabel': 'An old man wearing a black hat, staring at woman and man on his right. His body is looking front, only head is staring at man and woman', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:02:06,baselineboard.node.edit,"{'nodeId': 'instance-be63ab76-18b4-4b7e-ade4-9ffdd3a544a1', 'newLabel': 'An old man wearing a black hat, staring at woman and man on his right. His body is looking front, only head is staring at man and woman. He is not holding anything.', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:02:49,baselineboard.node.edit,"{'nodeId': 'instance-82dd586c-2a64-41c3-8e7b-16194d816fb0', 'newLabel': 'A man holding a box of water bottles with his left hand. He is married with an woman next to him. He is holding his right hand with his wife. He is wearing a brown shorts and black sandals. He is Hispanic with curly hair', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:02:51,baselineboard.node.moved,"{'nodeId': 'instance-82420942-2052-4e81-ac4d-a8cf017dda25', 'newPos': {'x': 157, 'y': 251}, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:03:29,baselineboard.node.edit,"{'nodeId': 'instance-82420942-2052-4e81-ac4d-a8cf017dda25', 'newLabel': 'woman wearing a flower pattern dress. She is married with a man next to her. She is grabbing her left hand with a man next to her and holding a brown basket. She is half Asian and American', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:04:08,baselineboard.node.edit,"{'nodeId': 'instance-11355466-b72b-4b24-9c9f-c28bc95bba7a', 'newLabel': 'A girl with pink shirt and white skirt. She is holding a yellow ballon with her left hand and brown teddy bear on right hand. The girl is looking front and she is half asian and American.', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:04:10,baselineboard.imagegen.extracted,"{'sentences': ['An old man wearing a black hat, staring at woman and man on his right. His body is looking front, only head is staring at man and woman. He is not holding anything.', 'woman wearing a flower pattern dress. She is married with a man next to her. She is grabbing her left hand with a man next to her and holding a brown basket. She is half Asian and American', 'A girl with pink shirt and white skirt. She is holding a yellow ballon with her left hand and brown teddy bear on right hand. The girl is looking front and she is half asian and American.', 'A man holding a box of water bottles with his left hand. He is married with an woman next to him. He is holding his right hand with his wife. He is wearing a brown shorts and black sandals. He is Hispanic with curly hair'], 'boxes': [[-0.013671875, 0.52734375, 0.173828125, 0.947265625], [0.29296875, 0.45703125, 0.515625, 0.935546875], [0.775390625, 0.619140625, 0.943359375, 0.943359375], [0.521484375, 0.392578125, 0.69140625, 0.943359375]], 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:04:40,prompt_saved,{'path': 'output/P3/2025-08-14_04-04-40/prompt.json'}
04:04:40,object_detection_integrated,{'objects_count': 10}
04:04:41,api.generate_image.succeeded,"{'global_caption': 'a scene featuring an old man wearing a black hat, staring at a woman and a man on his right, with his body looking front while only his head is staring at the man and woman, a woman wearing a flower pattern dress, married to a man next to her, grabbing her left hand with a man next to her and holding a brown basket, and she is half Asian and American, a girl with a pink shirt and a white skirt, holding a yellow balloon with her left hand and a brown teddy bear in her right hand, and the girl is looking front and she is half Asian and American, and a man holding a box of water bottles with his left hand, married to a woman next to him, holding his right hand with his wife, wearing brown shorts and black sandals, and he is Hispanic with curly hair.', 'region_count': 4, 'has_image': True, 'detected_objects_count': 10, 'image_path': 'output/P3/2025-08-14_04-04-40/image.png', 'image_with_layout_path': 'output/P3/2025-08-14_04-04-40/image_with_layout.png', 'timestamp_dir': 'output/P3/2025-08-14_04-04-40', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:04:41,baselineboard.imagegen.succeeded,"{'durationMs': 31044, 'image_size': 556842, 'global_caption': 'a scene featuring an old man wearing a black hat, staring at a woman and a man on his right, with his body looking front while only his head is staring at the man and woman, a woman wearing a flower pattern dress, married to a man next to her, grabbing her left hand with a man next to her and holding a brown basket, and she is half Asian and American, a girl with a pink shirt and a white skirt, holding a yellow balloon with her left hand and a brown teddy bear in her right hand, and the girl is looking front and she is half Asian and American, and a man holding a box of water bottles with his left hand, married to a woman next to him, holding his right hand with his wife, wearing brown shorts and black sandals, and he is Hispanic with curly hair.', 'refined_caption': ['an old man wearing a black hat, staring at a woman and a man on his right, with his body looking front while only his head is staring at the man and woman', 'a woman wearing a flower pattern dress, married to a man next to her, grabbing her left hand with a man next to her and holding a brown basket, and she is half Asian and American', 'a girl with a pink shirt and a white skirt, holding a yellow balloon with her left hand and a brown teddy bear in her right hand, and the girl is looking front and she is half Asian and American', 'a man holding a box of water bottles with his left hand, married to a woman next to him, holding his right hand with his wife, wearing brown shorts and black sandals, and he is Hispanic with curly hair'], 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:06:56,system_completed,"{'system': 'system1', 'completion_time': '2025-08-14T04:06:56.755Z', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:07:48,system_survey_completed,"{'system_type': 'system1', 'language': 'ko', 'responses': {'mental_demand': 1, 'temporal_demand': 1, 'performance': 5, 'effort': 5, 'frustration': 1, 'exploration': 6, 'engagement': 6, 'effort_reward': 6, 'transparency': 5, 'expressiveness': 7, 'dg1_clarity': 6, 'dg2_prompt_to_image': 5, 'dg2_image_to_prompt': 7, 'dg3_reusability': 7, 'dg3_selective_edit': 5}, 'additional_feedback': '', 'completion_time': '2025-08-14T04:07:48.732Z', 'system_usage_duration': 1270079, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:08:42,layout_board.new_box_positioned,"{'position': {'x': 25.890625, 'y': 261}, 'screen_position': {'x': 88, 'y': 304}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:08:46,api.generate_text_to_graph.succeeded,"{'objects_count': 1, 'relationships_count': 0, 'root_object': 'object1', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:08:52,layout.node.moved,"{'nodeId': 'instance-b7388952-8650-4a45-b674-10ac9282678a-resizable', 'newPos': {'x': 0, 'y': 248}, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:08:57,layout_board.new_box_positioned,"{'position': {'x': 194.890625, 'y': 242}, 'screen_position': {'x': 257, 'y': 285}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:00,api.generate_text_to_graph.succeeded,"{'objects_count': 1, 'relationships_count': 0, 'root_object': 'object1', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:06,layout.node.moved,"{'nodeId': 'instance-d62ead15-e238-4eb9-982f-0f4391533938-resizable', 'newPos': {'x': 163.890625, 'y': 237}, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:11,layout.node.moved,"{'nodeId': 'instance-d62ead15-e238-4eb9-982f-0f4391533938-resizable', 'newPos': {'x': 144.890625, 'y': 236}, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:18,layout_board.new_box_positioned,"{'position': {'x': 275.890625, 'y': 281}, 'screen_position': {'x': 338, 'y': 324}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:23,api.generate_text_to_graph.succeeded,"{'objects_count': 1, 'relationships_count': 0, 'root_object': 'object1', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:44,layout_board.new_box_positioned,"{'position': {'x': 419.890625, 'y': 253}, 'screen_position': {'x': 482, 'y': 296}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:47,layout_board.new_box_positioned,"{'position': {'x': 403.890625, 'y': 259}, 'screen_position': {'x': 466, 'y': 302}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:50,api.generate_text_to_graph.succeeded,"{'objects_count': 1, 'relationships_count': 0, 'root_object': 'object1', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:54,api.generate_placeholders.succeeded,"{'object_count': 1, 'unique_value_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:54,class.created,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'created_from': 'woman', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:09:57,class_library_toggle,"{'expanded': True, 'class_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:04,class_library_toggle,"{'expanded': False, 'class_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:04,class_library_toggle,"{'expanded': True, 'class_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:10,instance.deleted,"{'instance_id': 'instance-d62ead15-e238-4eb9-982f-0f4391533938', 'instance_label': 'woman', 'is_from_class': False, 'class_id': None, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:12,instance_selected,"{'instance_id': 'instance-6dd87c3d-95d9-4d94-9364-530c42c2541f', 'instance_label': 'man', 'is_from_class': False, 'class_id': None, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:14,instance.deleted,"{'instance_id': 'instance-6dd87c3d-95d9-4d94-9364-530c42c2541f', 'instance_label': 'man', 'is_from_class': False, 'class_id': None, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:21,object_node.expand_collapse,"{'object_id': 'object1', 'object_name': 'woman', 'action': 'collapse', 'is_class_mode': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:27,class.updated,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'object_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:28,api.generate_scene_graph_to_text.succeeded,"{'text_length': 5, 'generated_text': 'woman', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:35,class.updated,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'object_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:36,api.generate_scene_graph_to_text.succeeded,"{'text_length': 5, 'generated_text': 'Woman', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:41,class_instances_reset,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'instance_count': 1, 'class_name': 'woman Class', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:47,object_node.expand_collapse,"{'object_id': 'object1', 'object_name': 'woman', 'action': 'collapse', 'is_class_mode': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:49,instance_selected,"{'instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'instance_label': 'woman', 'is_from_class': True, 'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:50,object_node.expand_collapse,"{'object_id': 'object1', 'object_name': 'woman', 'action': 'collapse', 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:10:54,object_node.expand_collapse,"{'object_id': 'object1', 'object_name': 'woman', 'action': 'expand', 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:08,object_node.edit.saved,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'new_value': 'sky-blue dress', 'is_class_mode': False, 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:08,object_node.edit.cancelled,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:22,object_node.edit.cancelled,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:22,object_node.edit.saved,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'new_value': 'taking a picture of the sky', 'is_class_mode': False, 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:33,object_node.edit.saved,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'new_value': 'brown sandals', 'is_class_mode': False, 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:33,object_node.edit.cancelled,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:41,object_node.connection_drag.cancelled,"{'reason': 'no_target', 'object_id': 'object1', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:51,object_node.edit.cancelled,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'attribute-0', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:51,object_node.edit.saved,"{'object_id': 'object1', 'object_name': 'woman', 'edit_mode': 'attribute-0', 'new_value': 'sky-blue dress', 'is_class_mode': False, 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:56,instance.updated,"{'instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'instance_label': 'woman', 'text_changed': False, 'graph_changed': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:56,api.generate_scene_graph_to_text.succeeded,"{'text_length': 78, 'generated_text': 'Woman in a sky-blue dress, taking a picture of the sky, wearing brown sandals.', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:11:56,instance_selected,"{'instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'instance_label': 'woman', 'is_from_class': True, 'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:12:12,object_node.edit.saved,"{'object_id': 'object2', 'object_name': 'new object', 'edit_mode': 'adding', 'new_value': 'brown', 'is_class_mode': False, 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:12:12,object_node.edit.cancelled,"{'object_id': 'object2', 'object_name': 'new object', 'edit_mode': 'adding', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:12:17,object_node.edit.cancelled,"{'object_id': 'object2', 'object_name': 'new object', 'edit_mode': 'name', 'is_class_mode': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
04:12:17,object_node.edit.saved,"{'object_id': 'object2', 'object_name': 'new object', 'edit_mode': 'name', 'new_value': 'hat', 'is_class_mode': False, 'parent_instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}"
