participant,system,image_path,question,gt_answer,model_answer,is_correct,category,target_image_id,rating,note
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the suitcase wearing a floral-patterned T-shirt?,yes,yes,True,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the suitcase wearing denim shorts?,yes,no,False,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the suitcase wearing sandals?,yes,yes,True,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman pulling a silver rolling suitcase?,yes,yes,True,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman carrying a coffee cup?,yes,yes,True,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman glancing toward the person next to her?,yes,no,False,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is there a man in a green shirt?,yes,yes,True,object,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the man in the green shirt wearing a bright green T-shirt?,yes,yes,True,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the man in the green shirt wearing beige shorts?,yes,yes,True,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the man in the green shirt wearing black sandals?,yes,no,False,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the man in the green shirt standing casually with his hands in his pockets?,yes,no,False,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the man in the green shirt walking in a laid-back manner?,yes,yes,True,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Does the man in the green shirt have a neutral expression?,yes,yes,True,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is there a woman with a camera?,yes,no,False,object,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the camera wearing a mint-green summer dress?,yes,no,False,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the camera wearing brown sandals?,yes,no,False,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the camera holding a wide-brimmed straw hat in one hand?,yes,yes,True,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the camera raising a small camera to take a photo?,yes,no,False,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Is the woman with the camera aiming the camera slightly upward?,yes,no,False,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Does her pose suggest excitement and attentiveness about documenting the trip?,yes,yes,True,attribute,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Are there four people standing together in the scene?,yes,no,False,object,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-38-32/image.png,Are the group members generally arranged side by side?,yes,no,False,relation,target2,4.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is there a man with a map?,yes,no,False,object,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man with the map wearing a white button-up shirt?,yes,no,False,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man with the map wearing beige trousers?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man with the map wearing black shoes?,yes,no,False,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is he holding a large unfolded travel map?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is he wearing sunglasses?,yes,no,False,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,"Is he looking to the side, scanning the surroundings?",yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,"Does his posture appear attentive, like a planner or leader?",yes,no,False,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is there a woman with a suitcase?,yes,yes,True,object,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the suitcase wearing a floral-patterned T-shirt?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the suitcase wearing denim shorts?,yes,no,False,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the suitcase wearing sandals?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman pulling a silver rolling suitcase?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman carrying a coffee cup?,yes,no,False,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman glancing toward the person next to her?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is there a man in a green shirt?,yes,yes,True,object,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man in the green shirt wearing a bright green T-shirt?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man in the green shirt wearing beige shorts?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man in the green shirt wearing black sandals?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man in the green shirt standing casually with his hands in his pockets?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the man in the green shirt walking in a laid-back manner?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Does the man in the green shirt have a neutral expression?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is there a woman with a camera?,yes,yes,True,object,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the camera wearing a mint-green summer dress?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the camera wearing brown sandals?,yes,no,False,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the camera holding a wide-brimmed straw hat in one hand?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the camera raising a small camera to take a photo?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Is the woman with the camera aiming the camera slightly upward?,yes,yes,True,relation,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Does her pose suggest excitement and attentiveness about documenting the trip?,yes,yes,True,attribute,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Are there four people standing together in the scene?,yes,no,False,object,target2,5.0,
P1,system1,./output/P1/2025-08-24_11-40-43/image.png,Are the group members generally arranged side by side?,yes,yes,True,relation,target2,5.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is there an elderly man?,yes,no,False,object,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the elderly man wearing a black beret?,yes,no,False,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the elderly man wearing a light gray cardigan over a white shirt?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the elderly man wearing dark pants?,yes,no,False,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Are the elderly man's hands relaxed by his sides while walking?,yes,no,False,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Does the elderly man appear slightly shorter than the others?,yes,no,False,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is there a woman in a floral dress?,yes,yes,True,object,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Does the woman have long black hair?,yes,no,False,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the woman wearing a white dress with a pink-and-blue floral pattern?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the woman carrying a wicker basket?,yes,yes,True,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the woman smiling?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Does the woman's expression look content and engaged?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is there a man carrying bottled water?,yes,yes,True,object,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the man wearing a bright blue polo shirt?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the man wearing beige shorts?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the man wearing black sandals?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the man holding a large tray filled with bottled water?,yes,no,False,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,"Does the man have a neutral, purposeful expression?",yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Does the man appear to concentrate on holding the tray steadily?,yes,no,False,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is there a little girl?,yes,yes,True,object,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the girl wearing a pink sleeveless top?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the girl wearing a white skirt?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the girl wearing pink shoes?,yes,yes,True,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the girl holding a yellow balloon in her right hand?,yes,yes,True,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the balloon tied with a string and floating above her head?,yes,no,False,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Is the girl carrying a brown teddy bear in her left hand by its arm?,yes,yes,True,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Does the girl look more serious or thoughtful than the adults?,yes,no,False,attribute,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Are there four people together in the scene?,yes,yes,True,object,target1,3.0,
P1,system2,./output/P1/2025-08-24_11-56-33/image.png,Are the adults smiling while the girl looks more serious?,yes,yes,True,relation,target1,3.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is there an elderly man?,yes,yes,True,object,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the elderly man wearing a black beret?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the elderly man wearing a light gray cardigan over a white shirt?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the elderly man wearing dark pants?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Are the elderly man's hands relaxed by his sides while walking?,yes,no,False,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Does the elderly man appear slightly shorter than the others?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is there a woman in a floral dress?,yes,yes,True,object,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Does the woman have long black hair?,yes,no,False,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the woman wearing a white dress with a pink-and-blue floral pattern?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the woman carrying a wicker basket?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the woman smiling?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Does the woman's expression look content and engaged?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is there a man carrying bottled water?,yes,yes,True,object,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the man wearing a bright blue polo shirt?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the man wearing beige shorts?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the man wearing black sandals?,yes,no,False,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the man holding a large tray filled with bottled water?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,"Does the man have a neutral, purposeful expression?",yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Does the man appear to concentrate on holding the tray steadily?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is there a little girl?,yes,yes,True,object,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the girl wearing a pink sleeveless top?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the girl wearing a white skirt?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the girl wearing pink shoes?,yes,yes,True,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the girl holding a yellow balloon in her right hand?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the balloon tied with a string and floating above her head?,yes,no,False,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Is the girl carrying a brown teddy bear in her left hand by its arm?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Does the girl look more serious or thoughtful than the adults?,yes,no,False,attribute,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Are there four people together in the scene?,yes,yes,True,object,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-02-52/image.png,Are the adults smiling while the girl looks more serious?,yes,yes,True,relation,target1,6.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is there an elderly man?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the elderly man wearing a black beret?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the elderly man wearing a light gray cardigan over a white shirt?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the elderly man wearing dark pants?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Are the elderly man's hands relaxed by his sides while walking?,yes,no,False,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Does the elderly man appear slightly shorter than the others?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is there a woman in a floral dress?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Does the woman have long black hair?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the woman wearing a white dress with a pink-and-blue floral pattern?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the woman carrying a wicker basket?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the woman smiling?,yes,no,False,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Does the woman's expression look content and engaged?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is there a man carrying bottled water?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the man wearing a bright blue polo shirt?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the man wearing beige shorts?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the man wearing black sandals?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the man holding a large tray filled with bottled water?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,"Does the man have a neutral, purposeful expression?",yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Does the man appear to concentrate on holding the tray steadily?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is there a little girl?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the girl wearing a pink sleeveless top?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the girl wearing a white skirt?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the girl wearing pink shoes?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the girl holding a yellow balloon in her right hand?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the balloon tied with a string and floating above her head?,yes,no,False,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Is the girl carrying a brown teddy bear in her left hand by its arm?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Does the girl look more serious or thoughtful than the adults?,yes,no,False,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Are there four people together in the scene?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-04-10/image.png,Are the adults smiling while the girl looks more serious?,yes,no,False,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is there an elderly man?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the elderly man wearing a black beret?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the elderly man wearing a light gray cardigan over a white shirt?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the elderly man wearing dark pants?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Are the elderly man's hands relaxed by his sides while walking?,yes,no,False,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Does the elderly man appear slightly shorter than the others?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is there a woman in a floral dress?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Does the woman have long black hair?,yes,no,False,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the woman wearing a white dress with a pink-and-blue floral pattern?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the woman carrying a wicker basket?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the woman smiling?,yes,no,False,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Does the woman's expression look content and engaged?,yes,no,False,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is there a man carrying bottled water?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the man wearing a bright blue polo shirt?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the man wearing beige shorts?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the man wearing black sandals?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the man holding a large tray filled with bottled water?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,"Does the man have a neutral, purposeful expression?",yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Does the man appear to concentrate on holding the tray steadily?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is there a little girl?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the girl wearing a pink sleeveless top?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the girl wearing a white skirt?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the girl wearing pink shoes?,yes,yes,True,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the girl holding a yellow balloon in her right hand?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the balloon tied with a string and floating above her head?,yes,no,False,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Is the girl carrying a brown teddy bear in her left hand by its arm?,yes,yes,True,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Does the girl look more serious or thoughtful than the adults?,yes,no,False,attribute,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Are there four people together in the scene?,yes,yes,True,object,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-08-34/image.png,Are the adults smiling while the girl looks more serious?,yes,no,False,relation,target1,4.0,
P1,system2,./output/P1/2025-08-24_12-10-24/image.png,Is there an elderly man?,yes,yes,True,object,target1,4.0,
