timestamp,id,event,details,id_group
2000-01-01 12:02:53,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a grandpa with white hair wearing a black cap, a white shirt, a grey cardigan, and black long pants, with a pair of black shoes, watching a girl; a woman with dark brown hair and slightly tanned skin wearing a short-sleeved dress with small pink and light-blue flower patterns, holding hands with a male and holding a wooden basket; a dark, slightly tanned male with short, curly dark brown hair wearing a short-sleeve blue shirt and beige shorts, holding a bunch of bottled water; a little girl wearing a hot-pink no-sleeve t-shirt, a white mid-length skirt, and pink sandals, holding a small brown teddy bear with black eyes in her right hand and a yellow balloon in her left hand; and a road with two black cars and a lot of trees with green leaves.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 6, 'image_path': 'output/P1/2025-08-24_12-02-52/image.png', 'image_with_layout_path': 'output/P1/2025-08-24_12-02-52/image_with_layout.png', 'timestamp_dir': 'output/P1/2025-08-24_12-02-52', 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:04:10,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a grandpa with white hair wearing a black cap, a white shirt, a grey cardigan, and black long pants, with a pair of black shoes, watching a girl; a woman with dark brown hair and slightly tanned skin wearing a short-sleeved dress with small pink and light-blue flower patterns, holding hands with a male and holding a wooden basket; a dark, slightly tanned male with short, curly dark brown hair wearing a short-sleeve blue shirt and beige shorts, holding a bunch of bottled water; a little girl wearing a hot-pink no-sleeve t-shirt, a white mid-length skirt, and pink sandals, holding a small brown teddy bear with black eyes in her right hand and a yellow balloon in her left hand; and a road with two black cars and a lot of trees with green leaves.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 5, 'image_path': 'output/P1/2025-08-24_12-04-10/image.png', 'image_with_layout_path': 'output/P1/2025-08-24_12-04-10/image_with_layout.png', 'timestamp_dir': 'output/P1/2025-08-24_12-04-10', 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:06:32,instance-df4f2a38-952c-4d4f-99ec-eb52cbbb0c0a,instance.updated,"{'instance_id': 'instance-df4f2a38-952c-4d4f-99ec-eb52cbbb0c0a', 'instance_label': 'male', 'text_changed': True, 'graph_changed': False, 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:06:47,instance-df4f2a38-952c-4d4f-99ec-eb52cbbb0c0a,instance.updated,"{'instance_id': 'instance-df4f2a38-952c-4d4f-99ec-eb52cbbb0c0a', 'instance_label': 'male', 'text_changed': True, 'graph_changed': False, 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:07:17,instance-d01373cb-6088-4a7c-a7b4-fdc5b1627e8f,instance.updated,"{'instance_id': 'instance-d01373cb-6088-4a7c-a7b4-fdc5b1627e8f', 'instance_label': 'woman', 'text_changed': True, 'graph_changed': False, 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:07:35,instance-d01373cb-6088-4a7c-a7b4-fdc5b1627e8f,instance.updated,"{'instance_id': 'instance-d01373cb-6088-4a7c-a7b4-fdc5b1627e8f', 'instance_label': 'woman', 'text_changed': False, 'graph_changed': True, 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:08:34,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a grandpa with white hair wearing a black cap, a white shirt, a grey cardigan, and black long pants, with a pair of black shoes, watching a girl; a woman with dark brown, slightly tanned skin wearing a short-sleeved dress that has long small pink and light-blue flower patterns, looking front, holding hands with a male and holding a wooden basket; a dark brown, slightly tanned male with short, curly dark brown hair wearing a short-sleeve blue shirt and beige shorts, looking front, holding a bunch of bottled water; a little girl wearing a hot-pink no-sleeve t-shirt, a white mid-length skirt, and pink sandals, holding a yellow balloon in her left hand and a small brown teddy bear with black eyes in her right hand; and a road with two black cars and a lot of trees with green leaves.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 6, 'image_path': 'output/P1/2025-08-24_12-08-34/image.png', 'image_with_layout_path': 'output/P1/2025-08-24_12-08-34/image_with_layout.png', 'timestamp_dir': 'output/P1/2025-08-24_12-08-34', 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:09:42,instance-df4f2a38-952c-4d4f-99ec-eb52cbbb0c0a,instance.updated,"{'instance_id': 'instance-df4f2a38-952c-4d4f-99ec-eb52cbbb0c0a', 'instance_label': 'male', 'text_changed': True, 'graph_changed': False, 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:09:56,instance-d01373cb-6088-4a7c-a7b4-fdc5b1627e8f,instance.updated,"{'instance_id': 'instance-d01373cb-6088-4a7c-a7b4-fdc5b1627e8f', 'instance_label': 'woman', 'text_changed': True, 'graph_changed': False, 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 12:10:25,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring a grandpa with white hair wearing a black cap, a white shirt, a grey cardigan, and black long pants, with a pair of black shoes, watching a girl; a woman with dark brown, slightly tanned skin wearing a short-sleeved dress that has long small pink and light-blue flower patterns, looking backward, holding hands with a male and holding a wooden basket; a dark brown, slightly tanned male with short, curly dark brown hair wearing a short-sleeve blue shirt and beige shorts, looking backward, holding a bunch of bottled water; a little girl wearing a hot-pink no-sleeve t-shirt, a white mid-length skirt, and pink sandals, holding a yellow balloon in her left hand and a small brown teddy bear with black eyes in her right hand; and a road with two black cars and a lot of trees with green leaves.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 6, 'image_path': 'output/P1/2025-08-24_12-10-24/image.png', 'image_with_layout_path': 'output/P1/2025-08-24_12-10-24/image_with_layout.png', 'timestamp_dir': 'output/P1/2025-08-24_12-10-24', 'session_id': 'f3a98b52-1140-468d-8d62-b41701528433', 'user_id': 'P1'}",1
2000-01-01 01:17:00,,instance.created_from_text,"{'position': {'x': 71.0390625, 'y': 324}, 'screen_position': {'x': 132, 'y': 347}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:17:12,,instance.created_from_text,"{'position': {'x': 29.0390625, 'y': 385}, 'screen_position': {'x': 90, 'y': 428}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:17:49,class-2c0f1381-0dda-4924-b348-6b8e84c93d5b,class.created,"{'class_id': 'class-2c0f1381-0dda-4924-b348-6b8e84c93d5b', 'class_name': 'man Class', 'placeholder_count': 4, 'created_from': 'man', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:18:59,instance-f168b841-236d-4c55-b7f9-158a9b50661a,instance.created_from_class,"{'instance_id': 'instance-f168b841-236d-4c55-b7f9-158a9b50661a', 'class_id': 'class-2c0f1381-0dda-4924-b348-6b8e84c93d5b', 'instance_label': 'Man', 'has_text_description': True, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:19:27,instance-f168b841-236d-4c55-b7f9-158a9b50661a,instance.updated,"{'instance_id': 'instance-f168b841-236d-4c55-b7f9-158a9b50661a', 'instance_label': 'man', 'text_changed': True, 'graph_changed': False, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:20:05,instance-e302c54a-73b6-459c-bbf8-7e4190fbc178,instance.created_from_class,"{'instance_id': 'instance-e302c54a-73b6-459c-bbf8-7e4190fbc178', 'class_id': 'class-2c0f1381-0dda-4924-b348-6b8e84c93d5b', 'instance_label': 'Female', 'has_text_description': True, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:20:40,,instance.created_from_text,"{'position': {'x': 190.0390625, 'y': 299}, 'screen_position': {'x': 251, 'y': 322}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:21:27,,instance.created_from_text,"{'position': {'x': 361.0390625, 'y': 211}, 'screen_position': {'x': 422, 'y': 234}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:22:18,,instance.created_from_text,"{'position': {'x': 379.0390625, 'y': 157}, 'screen_position': {'x': 440, 'y': 180}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:23:07,instance-250254db-a095-4413-ad27-632062feffef,instance.created_from_class,"{'instance_id': 'instance-250254db-a095-4413-ad27-632062feffef', 'class_id': 'class-2c0f1381-0dda-4924-b348-6b8e84c93d5b', 'instance_label': 'Child', 'has_text_description': True, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:23:34,instance-250254db-a095-4413-ad27-632062feffef,instance.updated,"{'instance_id': 'instance-250254db-a095-4413-ad27-632062feffef', 'instance_label': 'female', 'text_changed': True, 'graph_changed': False, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:23:39,,instance.created_from_text,"{'position': {'x': 478.0390625, 'y': 276}, 'screen_position': {'x': 539, 'y': 299}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:24:15,instance-d31cbe9d-2d5c-420d-bf3d-59c3a84b70be,instance.updated,"{'instance_id': 'instance-d31cbe9d-2d5c-420d-bf3d-59c3a84b70be', 'instance_label': 'balloon', 'text_changed': True, 'graph_changed': False, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:24:21,,instance.created_from_text,"{'position': {'x': 364.0390625, 'y': 388}, 'screen_position': {'x': 425, 'y': 411}, 'board_type': 'advanced', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:25:05,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring an old man wearing a beret, a gray shirt, and black pants, an adult man wearing a blue shirt and beige pants holding a basket and holding up a pan with one hand, an adult female wearing a floral dress, black pants, and a beret holding hands with a man and holding a basket, a picnic basket, a pan, bottles of water on the pan, a female child wearing a pink shirt and a white skirt holding a yellow balloon and a brown teddy bear.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 4, 'image_path': 'output/p2/2025-08-14_01-25-04/image.png', 'image_with_layout_path': 'output/p2/2025-08-14_01-25-04/image_with_layout.png', 'timestamp_dir': 'output/p2/2025-08-14_01-25-04', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:26:07,class-2c0f1381-0dda-4924-b348-6b8e84c93d5b,class.updated,"{'class_id': 'class-2c0f1381-0dda-4924-b348-6b8e84c93d5b', 'class_name': 'man Class', 'placeholder_count': 4, 'object_count': 3, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:26:54,instance-4070c3dc-fb3f-4a4b-8de8-dfd94624249c,instance.updated,"{'instance_id': 'instance-4070c3dc-fb3f-4a4b-8de8-dfd94624249c', 'instance_label': 'man', 'text_changed': False, 'graph_changed': True, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:28:13,class-2c0f1381-0dda-4924-b348-6b8e84c93d5b,class.updated,"{'class_id': 'class-2c0f1381-0dda-4924-b348-6b8e84c93d5b', 'class_name': 'man Class', 'placeholder_count': 4, 'object_count': 3, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:29:33,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring an old man wearing a beret, a gray shirt, and black pants, facing right, an adult man wearing a blue shirt and beige pants holding a basket and holding up a pan with one hand, an adult female wearing a floral dress and black pants, facing forward with black hair, holding hands with a man and holding a basket, a picnic basket, a pan, bottles of water on the pan, a female child wearing a pink shirt and a white skirt holding a yellow balloon and a brown teddy bear.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 7, 'image_path': 'output/p2/2025-08-14_01-29-33/image.png', 'image_with_layout_path': 'output/p2/2025-08-14_01-29-33/image_with_layout.png', 'timestamp_dir': 'output/p2/2025-08-14_01-29-33', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:31:05,instance-f168b841-236d-4c55-b7f9-158a9b50661a,instance.updated,"{'instance_id': 'instance-f168b841-236d-4c55-b7f9-158a9b50661a', 'instance_label': 'man', 'text_changed': True, 'graph_changed': False, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:31:32,instance-f168b841-236d-4c55-b7f9-158a9b50661a,instance.updated,"{'instance_id': 'instance-f168b841-236d-4c55-b7f9-158a9b50661a', 'instance_label': 'man', 'text_changed': True, 'graph_changed': False, 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:32:17,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring an old man wearing a beret, a gray shirt, and black pants, facing right, a young adult man facing forward, wearing a blue shirt and beige pants, holding a basket and holding up a pan with one hand, an adult female wearing a floral dress and black pants, facing forward with black hair, holding hands with a man and holding a basket, a picnic basket, a pan, bottles of water on the pan, a female child wearing a pink shirt and a white skirt, holding a yellow balloon and a brown teddy bear.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 5, 'image_path': 'output/p2/2025-08-14_01-32-16/image.png', 'image_with_layout_path': 'output/p2/2025-08-14_01-32-16/image_with_layout.png', 'timestamp_dir': 'output/p2/2025-08-14_01-32-16', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 01:34:21,,api.generate_image.succeeded,"{'global_caption': 'a scene featuring an old man wearing a beret, a gray shirt, and black pants, facing right, a young adult man facing forward, wearing a blue shirt and beige pants, holding a basket and holding up a pan with one hand, an adult female wearing a floral dress and black pants, facing forward with black hair, holding a basket, a picnic basket, a pan, bottles of water on the pan, a female child wearing a pink shirt and a white skirt, holding a yellow balloon and a brown teddy bear.', 'region_count': 9, 'has_image': True, 'detected_objects_count': 7, 'image_path': 'output/p2/2025-08-14_01-34-21/image.png', 'image_with_layout_path': 'output/p2/2025-08-14_01-34-21/image_with_layout.png', 'timestamp_dir': 'output/p2/2025-08-14_01-34-21', 'session_id': '319db85e-7d37-4224-a79e-d77ee523d8c7', 'user_id': 'p2'}",2
2000-01-01 04:08:42,,instance.created_from_text,"{'position': {'x': 25.890625, 'y': 261}, 'screen_position': {'x': 88, 'y': 304}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:08:57,,instance.created_from_text,"{'position': {'x': 194.890625, 'y': 242}, 'screen_position': {'x': 257, 'y': 285}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:09:18,,instance.created_from_text,"{'position': {'x': 275.890625, 'y': 281}, 'screen_position': {'x': 338, 'y': 324}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:09:44,,instance.created_from_text,"{'position': {'x': 419.890625, 'y': 253}, 'screen_position': {'x': 482, 'y': 296}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:09:47,,instance.created_from_text,"{'position': {'x': 403.890625, 'y': 259}, 'screen_position': {'x': 466, 'y': 302}, 'board_type': 'advanced', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:09:54,class-457fed5d-c6db-48b9-ace5-09e19b32a589,class.created,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'created_from': 'woman', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:10:27,class-457fed5d-c6db-48b9-ace5-09e19b32a589,class.updated,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'object_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:10:35,class-457fed5d-c6db-48b9-ace5-09e19b32a589,class.updated,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'object_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:10:41,class-457fed5d-c6db-48b9-ace5-09e19b32a589,class.instances_reset,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'instance_count': 1, 'class_name': 'woman Class', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:11:56,instance-1a35142f-cd02-449a-8632-5189b2bc31b9,instance.updated,"{'instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'instance_label': 'woman', 'text_changed': False, 'graph_changed': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:12:27,instance-1a35142f-cd02-449a-8632-5189b2bc31b9,instance.updated,"{'instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'instance_label': 'woman', 'text_changed': False, 'graph_changed': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:12:49,instance-1a35142f-cd02-449a-8632-5189b2bc31b9,instance.updated,"{'instance_id': 'instance-1a35142f-cd02-449a-8632-5189b2bc31b9', 'instance_label': 'woman', 'text_changed': False, 'graph_changed': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:13:17,instance-4e8d30be-57f4-4647-b18f-883737552f5e,instance.created_from_class,"{'instance_id': 'instance-4e8d30be-57f4-4647-b18f-883737552f5e', 'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'instance_label': 'Female', 'has_text_description': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:15:24,instance-4e8d30be-57f4-4647-b18f-883737552f5e,instance.updated,"{'instance_id': 'instance-4e8d30be-57f4-4647-b18f-883737552f5e', 'instance_label': 'Female', 'text_changed': False, 'graph_changed': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:15:31,class-578c63ff-3d9c-4291-bf99-f212107f902d,class.created,"{'class_id': 'class-578c63ff-3d9c-4291-bf99-f212107f902d', 'class_name': 'man Class', 'placeholder_count': 1, 'created_from': 'man', 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:16:25,class-457fed5d-c6db-48b9-ace5-09e19b32a589,class.updated,"{'class_id': 'class-457fed5d-c6db-48b9-ace5-09e19b32a589', 'class_name': 'woman Class', 'placeholder_count': 1, 'object_count': 1, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:18:35,instance-b7388952-8650-4a45-b674-10ac9282678a,instance.updated,"{'instance_id': 'instance-b7388952-8650-4a45-b674-10ac9282678a', 'instance_label': 'man', 'text_changed': True, 'graph_changed': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:19:13,instance-46bd879e-724b-4c20-b0f2-536313f86754,instance.created_from_class,"{'instance_id': 'instance-46bd879e-724b-4c20-b0f2-536313f86754', 'class_id': 'class-578c63ff-3d9c-4291-bf99-f212107f902d', 'instance_label': 'Man', 'has_text_description': True, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:20:41,instance-46bd879e-724b-4c20-b0f2-536313f86754,instance.updated,"{'instance_id': 'instance-46bd879e-724b-4c20-b0f2-536313f86754', 'instance_label': 'man', 'text_changed': True, 'graph_changed': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
2000-01-01 04:21:05,instance-b7388952-8650-4a45-b674-10ac9282678a,instance.updated,"{'instance_id': 'instance-b7388952-8650-4a45-b674-10ac9282678a', 'instance_label': 'man', 'text_changed': True, 'graph_changed': False, 'session_id': '5c80c448-3160-44a9-a933-407b23b40792', 'user_id': 'P3'}",3
